Order ID,Customer ID,Product ID,Date,Original Price,Discount%
OD0494,C079,P0417,28-10-2021,1456.00,32.00%
OD0495,C080,P0417,13-11-2021,1478.00,25.00%
OD0496,C081,P0417,13-01-2023,256.00,45.00%
OD0497,C082,P0418,17-03-2023,2698.00,15.00%
OD0498,C083,P0419,12-05-2021,2364.00,33.00%
OD0499,C084,P0420,10-03-2022,1236.00,42.00%
OD0500,C085,P0421,01-10-2022,756.00,42.00%
OD0501,C086,P0422,22-10-2021,326.00,39.00%
OD0502,C087,P0423,01-11-2021,453.00,39.00%
OD0503,C088,P0424,25-05-2021,326.00,39.00%
OD0504,C089,P0425,23-08-2021,456.00,39.00%
OD0505,C090,P0426,01-12-2022,675.00,30.00%
OD0506,C091,P0427,20-07-2022,654.00,30.00%
OD0507,C092,P0428,18-02-2022,654.00,30.00%
OD0508,C093,P0429,30-12-2021,654.00,25.00%
OD0509,C094,P0430,12-04-2021,654.00,25.00%
OD0510,C095,P0431,22-12-2021,356.00,30.00%
OD0511,C096,P0432,08-05-2021,686.00,30.00%
OD0512,C097,P0433,29-03-2022,456.00,30.00%
OD0513,C098,P0434,04-07-2022,516.00,40.00%
OD0514,C099,P0434,12-09-2021,355.00,40.00%
OD0515,C100,P0434,18-01-2022,465.00,40.00%
OD0516,C001,P0434,15-02-2022,965.00,40.00%
OD0517,C002,P0434,30-11-2021,1158.00,40.00%
OD0518,C003,P0434,21-07-2021,264.00,40.00%
OD0519,C004,P0434,25-03-2022,433.00,45.00%
OD0520,C005,P0434,11-11-2021,562.00,45.00%
OD0521,C006,P0434,19-03-2022,423.00,45.00%
OD0522,C007,P0434,10-08-2021,621.00,47.00%
OD0523,C008,P0435,19-07-2021,333.00,47.00%
OD0524,C009,P0436,25-01-2021,236.00,46.00%
OD0525,C010,P0437,28-10-2022,456.00,46.00%
OD0526,C011,P0438,29-10-2021,963.00,46.00%
OD0527,C012,P0439,24-04-2022,234.00,30.00%
OD0528,C013,P0440,21-03-2022,456.00,30.00%
OD0529,C014,P0441,20-02-2022,564.00,30.00%
OD0530,C015,P0442,13-01-2023,634.00,30.00%
OD0531,C016,P0443,24-02-2021,236.00,30.00%
OD0532,C017,P0444,20-06-2022,2245.00,35.00%
OD0533,C018,P0445,05-05-2022,2235.00,35.00%
OD0534,C019,P0446,04-06-2022,2145.00,35.00%
OD0535,C020,P0447,07-05-2022,2145.00,35.00%
OD0536,C021,P0448,04-10-2021,2356.00,35.00%
OD0537,C022,P0449,13-05-2021,2245.00,35.00%
OD0538,C023,P0450,02-08-2021,2451.00,40.00%
OD0539,C024,P0451,03-05-2022,2145.00,40.00%
OD0540,C025,P0452,01-08-2022,2245.00,15.00%
OD0541,C026,P0453,27-06-2022,2698.00,15.00%
OD0542,C027,P0454,05-03-2021,1215.00,15.00%
OD0543,C028,P0455,29-01-2022,2245.00,35.00%
OD0544,C029,P0456,03-08-2021,1245.00,35.00%
OD0545,C030,P0457,10-11-2022,3456.00,35.00%
OD0546,C031,P0458,05-05-2021,3654.00,35.00%
OD0547,C032,P0459,08-10-2021,4563.00,55.00%
OD0548,C033,P0460,22-06-2021,3214.00,55.00%
OD0549,C034,P0461,03-11-2022,4123.00,55.00%
OD0550,C035,P0462,04-10-2022,3214.00,55.00%
OD0551,C036,P0462,17-09-2021,654.00,50.00%
OD0552,C037,P0462,29-07-2022,654.00,50.00%
OD0553,C038,P0462,20-12-2021,654.00,50.00%
OD0554,C039,P0462,08-01-2023,356.00,50.00%
OD0555,C040,P0463,26-05-2022,686.00,50.00%
OD0556,C041,P0464,20-12-2021,456.00,30.00%
OD0557,C042,P0465,09-02-2022,516.00,32.00%
OD0558,C043,P0466,20-10-2021,355.00,25.00%
OD0559,C044,P0467,06-12-2022,465.00,45.00%
OD0560,C045,P0468,11-11-2022,965.00,15.00%
OD0561,C046,P0469,19-05-2021,1158.00,33.00%
OD0562,C047,P0470,12-11-2022,264.00,42.00%
OD0563,C048,P0471,05-06-2021,433.00,42.00%
OD0564,C049,P0472,13-12-2022,562.00,39.00%
OD0565,C050,P0473,09-11-2022,423.00,39.00%
OD0566,C051,P0474,16-02-2021,621.00,39.00%
OD0567,C052,P0475,10-04-2022,333.00,39.00%
OD0568,C053,P0476,14-04-2022,236.00,30.00%
OD0569,C054,P0477,17-12-2022,456.00,30.00%
OD0570,C055,P0478,02-11-2022,963.00,30.00%
OD0571,C056,P0479,09-10-2021,234.00,25.00%
OD0572,C057,P0480,31-05-2022,456.00,25.00%
OD0573,C058,P0480,31-01-2023,564.00,30.00%
OD0574,C059,P0480,02-08-2022,634.00,30.00%
OD0575,C060,P0480,07-12-2021,236.00,30.00%
OD0576,C061,P0480,08-08-2021,444.00,40.00%
OD0577,C062,P0481,14-12-2022,456.00,40.00%
OD0578,C063,P0482,08-01-2021,963.00,40.00%
OD0579,C064,P0483,04-01-2023,456.00,40.00%
OD0580,C065,P0484,11-03-2021,1189.00,40.00%
OD0581,C066,P0485,14-11-2021,1298.00,40.00%
OD0582,C067,P0486,01-05-2022,1456.00,45.00%
OD0583,C068,P0487,19-02-2023,1478.00,45.00%
OD0584,C069,P0488,24-12-2022,256.00,45.00%
OD0585,C070,P0489,22-12-2022,2698.00,47.00%
OD0586,C071,P0490,29-03-2022,2364.00,47.00%
OD0587,C072,P0491,12-10-2021,1236.00,46.00%
OD0588,C073,P0492,20-11-2021,756.00,46.00%
OD0589,C074,P0493,04-04-2021,326.00,46.00%
OD0590,C075,P0494,07-09-2022,453.00,30.00%
OD0591,C076,P0495,28-06-2022,326.00,30.00%
OD0592,C077,P0496,21-10-2022,456.00,30.00%
OD0593,C078,P0497,25-04-2022,456.00,30.00%
OD0594,C079,P0497,11-04-2021,456.00,30.00%
OD0595,C080,P0497,15-01-2022,456.00,35.00%
OD0596,C081,P0497,21-02-2022,236.00,35.00%
OD0597,C082,P0497,08-01-2023,996.00,35.00%
OD0598,C083,P0497,18-11-2021,654.00,35.00%
OD0599,C084,P0497,17-12-2021,456.00,35.00%
OD0600,C085,P0498,20-08-2022,785.00,35.00%
OD0601,C086,P0499,20-09-2022,365.00,40.00%
OD0602,C087,P0500,04-04-2022,965.00,40.00%
OD0603,C088,P0501,29-11-2022,444.00,15.00%
OD0604,C089,P0502,27-03-2021,569.00,15.00%
OD0605,C090,P0503,02-11-2021,475.00,15.00%
OD0606,C091,P0504,21-01-2022,598.00,35.00%
OD0607,C092,P0505,13-07-2022,536.00,35.00%
OD0608,C093,P0506,14-05-2021,256.00,35.00%
OD0609,C094,P0507,18-11-2021,456.00,35.00%
OD0610,C095,P0508,25-06-2021,456.00,55.00%
OD0611,C096,P0509,09-09-2022,745.00,55.00%
OD0612,C097,P0510,30-12-2022,356.00,55.00%
OD0613,C098,P0511,26-12-2021,1189.00,55.00%
OD0614,C099,P0512,23-08-2021,426.00,50.00%
OD0615,C100,P0513,03-09-2022,1126.00,50.00%
OD0616,C001,P0514,10-06-2022,1145.00,50.00%
OD0617,C002,P0515,02-05-2021,1235.00,50.00%
OD0618,C003,P0516,14-07-2022,1564.00,50.00%
OD0619,C004,P0517,01-08-2022,654.00,30.00%
OD0620,C005,P0518,01-09-2022,854.00,32.00%
OD0621,C006,P0519,29-10-2021,475.00,25.00%
OD0622,C007,P0520,22-09-2021,475.00,45.00%
OD0623,C008,P0521,28-12-2021,475.00,15.00%
OD0624,C009,P0522,12-09-2021,475.00,33.00%
OD0625,C010,P0523,20-09-2021,475.00,42.00%
OD0626,C011,P0523,30-01-2021,475.00,42.00%
OD0627,C012,P0523,10-02-2021,475.00,39.00%
OD0628,C013,P0523,08-02-2022,475.00,39.00%
OD0629,C014,P0523,08-01-2023,564.00,39.00%
OD0630,C015,P0524,11-10-2021,478.00,39.00%
OD0631,C016,P0525,04-01-2021,1264.00,30.00%
OD0632,C017,P0526,02-01-2023,458.00,30.00%
OD0633,C018,P0527,29-03-2022,899.00,30.00%
OD0634,C019,P0528,14-02-2021,859.00,30.00%
OD0635,C020,P0529,26-10-2022,758.00,30.00%
OD0636,C021,P0530,30-09-2021,2354.00,30.00%
OD0637,C022,P0531,25-01-2022,2344.00,30.00%
OD0638,C023,P0532,17-01-2022,2453.00,30.00%
OD0639,C024,P0533,21-10-2021,2154.00,30.00%
OD0640,C025,P0534,29-11-2022,896.00,30.00%
OD0641,C026,P0535,07-01-2022,756.00,30.00%
OD0642,C027,P0536,23-11-2022,236.00,30.00%
OD0643,C028,P0537,18-01-2022,475.00,30.00%
OD0644,C029,P0538,02-07-2021,589.00,30.00%
OD0645,C030,P0539,11-09-2021,365.00,30.00%
OD0646,C031,P0540,29-10-2021,1233.00,30.00%
OD0647,C032,P0541,20-02-2022,1233.00,30.00%
OD0648,C033,P0542,16-09-2021,1233.00,30.00%
OD0649,C034,P0543,12-10-2021,1233.00,30.00%
OD0650,C035,P0544,04-08-2021,1233.00,30.00%
OD0651,C036,P0545,23-01-2023,1233.00,30.00%
OD0652,C037,P0546,17-08-2021,456.00,30.00%
OD0653,C038,P0547,18-03-2022,456.00,30.00%
OD0654,C039,P0548,20-08-2021,456.00,30.00%
OD0655,C040,P0549,20-06-2021,456.00,30.00%
OD0656,C041,P0550,17-12-2021,786.00,30.00%
OD0657,C042,P0551,04-12-2022,786.00,30.00%
OD0658,C043,P0552,05-01-2022,786.00,30.00%
OD0659,C044,P0553,10-10-2022,786.00,30.00%
OD0660,C045,P0554,18-06-2022,786.00,30.00%
OD0661,C046,P0555,27-07-2022,786.00,30.00%
OD0662,C047,P0556,06-11-2021,569.00,30.00%
OD0663,C048,P0557,08-12-2022,569.00,30.00%
OD0664,C049,P0557,04-07-2021,569.00,30.00%
OD0665,C050,P0557,09-05-2021,569.00,30.00%
OD0666,C051,P0557,27-09-2022,569.00,30.00%
OD0667,C052,P0557,01-09-2021,569.00,30.00%
OD0668,C053,P0557,27-12-2022,569.00,30.00%
OD0669,C054,P0557,22-10-2021,569.00,30.00%
OD0670,C055,P0558,03-04-2022,349.00,30.00%
OD0671,C056,P0559,25-10-2021,350.00,30.00%
OD0672,C057,P0560,07-04-2021,351.00,30.00%
OD0673,C058,P0561,26-09-2021,352.00,30.00%
OD0674,C059,P0562,29-06-2022,353.00,30.00%
OD0675,C060,P0563,12-02-2023,354.00,30.00%
OD0676,C061,P0564,20-04-2022,355.00,30.00%
OD0677,C062,P0565,27-08-2022,356.00,30.00%
OD0678,C063,P0566,24-01-2022,999.00,30.00%
OD0679,C064,P0567,18-11-2022,555.00,30.00%
OD0680,C065,P0568,01-10-2022,555.00,30.00%
OD0681,C066,P0569,05-11-2022,555.00,30.00%
OD0682,C067,P0570,23-04-2022,555.00,30.00%
OD0683,C068,P0571,03-05-2022,1025.00,30.00%
OD0684,C069,P0572,28-01-2022,1025.00,30.00%
OD0685,C070,P0573,28-04-2021,1025.00,30.00%
OD0686,C071,P0574,13-05-2021,555.00,30.00%
OD0687,C072,P0575,16-10-2021,599.00,30.00%
OD0688,C073,P0576,23-02-2023,555.00,30.00%
OD0689,C074,P0577,24-08-2022,555.00,30.00%
OD0690,C075,P0578,11-01-2021,565.00,30.00%
OD0691,C076,P0579,11-01-2023,555.00,30.00%
OD0692,C077,P0580,12-02-2022,999.00,30.00%
OD0693,C078,P0581,01-04-2021,999.00,30.00%
OD0694,C079,P0581,23-08-2022,999.00,30.00%
OD0695,C080,P0581,06-11-2021,999.00,30.00%
OD0696,C081,P0581,23-03-2022,1119.00,30.00%
OD0697,C082,P0581,20-06-2021,1119.00,30.00%
OD0698,C083,P0582,21-10-2021,1119.00,30.00%
OD0699,C084,P0583,10-08-2021,1119.00,30.00%
OD0700,C085,P0584,01-03-2022,985.00,30.00%
OD0701,C086,P0585,07-02-2021,985.00,30.00%
OD0702,C087,P0586,01-10-2022,985.00,30.00%
OD0703,C088,P0587,21-12-2021,985.00,30.00%
OD0704,C089,P0588,16-07-2022,985.00,30.00%
OD0705,C090,P0589,11-05-2021,369.00,30.00%
OD0706,C091,P0590,14-09-2021,399.00,30.00%
OD0707,C092,P0591,31-10-2022,399.00,30.00%
OD0708,C093,P0592,21-10-2022,399.00,30.00%
OD0709,C094,P0593,26-11-2022,399.00,30.00%
OD0710,C095,P0594,19-03-2022,555.00,30.00%
OD0711,C096,P0595,08-04-2021,555.00,30.00%
OD0712,C097,P0596,11-09-2021,555.00,30.00%
OD0713,C098,P0596,04-05-2022,555.00,30.00%
OD0714,C099,P0596,19-01-2021,675.00,30.00%
OD0715,C100,P0596,15-12-2022,675.00,30.00%
OD0716,C001,P0596,30-04-2022,675.00,30.00%
OD0717,C002,P0597,27-05-2021,654.00,30.00%
OD0718,C003,P0598,04-01-2023,654.00,30.00%
OD0719,C004,P0599,31-03-2021,654.00,30.00%
OD0720,C005,P0600,17-05-2022,654.00,30.00%
OD0721,C006,P0601,12-03-2021,356.00,30.00%
OD0722,C007,P0602,19-03-2022,686.00,30.00%
OD0723,C008,P0603,20-05-2022,456.00,30.00%
OD0724,C009,P0604,13-03-2022,516.00,30.00%
OD0725,C010,P0605,27-01-2023,355.00,30.00%
OD0726,C011,P0606,24-04-2021,465.00,30.00%
OD0727,C012,P0607,06-05-2021,965.00,30.00%
OD0728,C013,P0608,24-09-2022,1158.00,30.00%
OD0729,C014,P0609,27-09-2021,264.00,30.00%
OD0730,C015,P0610,23-07-2021,433.00,30.00%
OD0731,C016,P0611,13-05-2022,562.00,30.00%
OD0732,C017,P0612,17-11-2021,423.00,30.00%
OD0733,C018,P0613,11-10-2021,621.00,30.00%
OD0734,C019,P0614,31-07-2022,333.00,30.00%
OD0735,C020,P0615,27-04-2021,236.00,30.00%
OD0736,C021,P0616,08-10-2022,456.00,30.00%
OD0737,C022,P0617,30-06-2021,963.00,30.00%
OD0738,C023,P0618,31-01-2022,234.00,30.00%
OD0739,C024,P0619,06-02-2023,456.00,30.00%
OD0740,C025,P0620,29-08-2022,564.00,30.00%
OD0741,C026,P0621,16-11-2022,634.00,30.00%
OD0742,C027,P0622,21-10-2022,236.00,30.00%
OD0743,C028,P0623,06-01-2021,444.00,30.00%
OD0744,C029,P0624,04-06-2021,456.00,30.00%
OD0745,C030,P0625,14-06-2022,963.00,30.00%
OD0746,C031,P0626,28-09-2022,456.00,30.00%
OD0747,C032,P0627,06-07-2022,1189.00,30.00%
OD0748,C033,P0628,12-01-2022,1298.00,30.00%
OD0749,C034,P0628,08-11-2021,1456.00,30.00%
OD0750,C035,P0628,30-01-2023,1478.00,30.00%
OD0751,C036,P0628,08-01-2021,256.00,30.00%
OD0752,C037,P0629,08-06-2021,2698.00,30.00%
OD0753,C038,P0630,08-10-2021,2364.00,30.00%
OD0754,C039,P0631,19-08-2021,1236.00,30.00%
OD0755,C040,P0632,09-01-2023,756.00,30.00%
OD0756,C041,P0633,21-02-2023,326.00,30.00%
OD0757,C042,P0634,11-01-2023,453.00,30.00%
OD0758,C043,P0635,05-08-2022,326.00,30.00%
OD0759,C044,P0636,02-04-2021,456.00,30.00%
OD0760,C045,P0637,17-09-2022,675.00,30.00%
OD0761,C046,P0638,17-08-2022,654.00,30.00%
OD0762,C047,P0639,03-08-2022,654.00,30.00%
OD0763,C048,P0640,29-10-2021,654.00,30.00%
OD0764,C049,P0641,27-06-2021,654.00,30.00%
OD0765,C050,P0642,22-01-2022,356.00,30.00%
OD0766,C051,P0643,05-12-2022,686.00,30.00%
OD0767,C052,P0643,10-07-2021,456.00,30.00%
OD0768,C053,P0643,22-10-2022,516.00,30.00%
OD0769,C054,P0643,03-02-2022,355.00,30.00%
OD0770,C055,P0643,27-02-2021,465.00,30.00%
OD0771,C056,P0644,23-06-2022,965.00,30.00%
OD0772,C057,P0645,26-06-2022,1158.00,30.00%
OD0773,C058,P0646,07-12-2022,264.00,30.00%
OD0774,C059,P0647,23-11-2022,433.00,30.00%
OD0775,C060,P0648,31-01-2023,562.00,30.00%
OD0776,C061,P0649,19-05-2021,423.00,30.00%
OD0777,C062,P0650,16-02-2022,621.00,30.00%
OD0778,C063,P0651,04-01-2022,333.00,30.00%
OD0779,C064,P0652,02-09-2022,236.00,30.00%
OD0780,C065,P0653,28-01-2023,456.00,30.00%
OD0781,C066,P0654,13-06-2021,963.00,30.00%
OD0782,C067,P0655,13-10-2022,234.00,30.00%
OD0783,C068,P0656,08-02-2022,456.00,30.00%
OD0784,C069,P0657,04-05-2022,564.00,30.00%
OD0785,C070,P0658,23-03-2022,634.00,30.00%
OD0786,C071,P0659,24-04-2021,236.00,30.00%
OD0787,C072,P0660,17-04-2021,444.00,30.00%
OD0788,C073,P0661,03-04-2022,456.00,30.00%
OD0789,C074,P0662,22-04-2021,963.00,30.00%
OD0790,C075,P0663,02-07-2021,456.00,30.00%
OD0791,C076,P0664,07-06-2022,1189.00,30.00%
OD0792,C077,P0665,22-06-2022,1298.00,30.00%
OD0793,C078,P0666,16-03-2023,1456.00,30.00%
OD0794,C079,P0667,20-04-2022,1478.00,30.00%
OD0795,C080,P0668,17-01-2021,256.00,30.00%
OD0796,C081,P0669,30-09-2022,2698.00,30.00%
OD0797,C082,P0670,05-01-2022,2364.00,30.00%
OD0798,C083,P0671,10-10-2021,1236.00,30.00%
OD0799,C084,P0672,07-07-2022,756.00,30.00%
OD0800,C085,P0673,12-03-2021,326.00,30.00%
OD0801,C086,P0674,11-07-2021,453.00,30.00%
OD0802,C087,P0675,18-10-2021,326.00,30.00%
OD0803,C088,P0676,29-07-2021,456.00,30.00%
OD0804,C089,P0677,19-02-2022,675.00,30.00%
OD0805,C090,P0678,18-01-2022,654.00,30.00%
OD0806,C091,P0679,03-11-2021,654.00,30.00%
OD0807,C092,P0680,02-02-2023,654.00,30.00%
OD0808,C093,P0681,04-11-2021,654.00,30.00%
OD0809,C094,P0682,11-05-2021,356.00,30.00%
OD0810,C095,P0683,16-05-2022,686.00,30.00%
OD0811,C096,P0684,09-02-2021,456.00,30.00%
OD0812,C097,P0685,03-08-2022,516.00,30.00%
OD0813,C098,P0686,16-04-2022,355.00,30.00%
OD0814,C099,P0686,24-02-2023,465.00,30.00%
OD0815,C100,P0686,17-01-2021,965.00,30.00%
OD0816,C001,P0686,09-01-2021,1158.00,30.00%
OD0817,C002,P0686,28-01-2023,264.00,30.00%
OD0818,C003,P0686,21-09-2021,433.00,30.00%
OD0819,C004,P0687,09-08-2022,562.00,30.00%
OD0820,C005,P0688,30-03-2023,423.00,30.00%
OD0821,C006,P0689,29-01-2023,621.00,30.00%
OD0822,C007,P0690,17-12-2022,333.00,30.00%
OD0823,C008,P0691,28-07-2021,236.00,30.00%
OD0824,C009,P0692,28-02-2023,456.00,30.00%
OD0825,C010,P0693,11-12-2022,963.00,30.00%
OD0826,C011,P0694,10-08-2021,234.00,30.00%
OD0827,C012,P0695,17-02-2023,456.00,30.00%
OD0828,C013,P0696,20-04-2021,564.00,30.00%
OD0829,C014,P0697,15-01-2021,634.00,30.00%
OD0830,C015,P0698,09-03-2022,236.00,30.00%
OD0831,C016,P0699,06-10-2022,444.00,30.00%
OD0832,C017,P0700,15-06-2022,456.00,30.00%
OD0833,C018,P0701,11-02-2023,963.00,30.00%
OD0834,C019,P0702,27-01-2022,456.00,30.00%
OD0835,C020,P0703,07-07-2021,1189.00,30.00%
OD0836,C021,P0704,12-02-2021,1298.00,30.00%
OD0837,C022,P0705,23-02-2021,1456.00,30.00%
OD0838,C023,P0706,24-03-2022,1478.00,30.00%
OD0839,C024,P0707,12-06-2022,256.00,30.00%
OD0840,C025,P0708,07-08-2022,2698.00,30.00%
OD0841,C026,P0709,31-03-2023,2364.00,30.00%
OD0842,C027,P0710,31-07-2022,1236.00,30.00%
OD0843,C028,P0711,11-09-2022,756.00,30.00%
OD0844,C029,P0712,06-02-2021,326.00,30.00%
OD0845,C030,P0713,22-03-2021,453.00,30.00%
OD0846,C031,P0714,10-12-2021,326.00,30.00%
OD0847,C032,P0715,20-02-2022,456.00,30.00%
OD0848,C033,P0716,26-12-2022,456.00,30.00%
OD0849,C034,P0717,27-04-2021,456.00,30.00%
OD0850,C035,P0718,23-02-2021,456.00,30.00%
OD0851,C036,P0719,12-08-2021,236.00,30.00%
OD0852,C037,P0720,05-12-2021,996.00,30.00%
OD0853,C038,P0721,10-12-2022,654.00,30.00%
OD0854,C039,P0722,30-12-2022,456.00,30.00%
OD0855,C040,P0722,03-01-2023,785.00,30.00%
OD0856,C041,P0722,18-09-2022,365.00,25.00%
OD0857,C042,P0722,14-08-2022,965.00,25.00%
OD0858,C043,P0722,06-06-2022,444.00,30.00%
OD0859,C044,P0723,22-09-2021,569.00,30.00%
OD0860,C045,P0724,24-06-2021,475.00,30.00%
OD0861,C046,P0725,14-11-2021,598.00,40.00%
OD0862,C047,P0726,03-07-2021,536.00,40.00%
OD0863,C048,P0727,17-12-2021,256.00,40.00%
OD0864,C049,P0728,01-12-2022,456.00,40.00%
OD0865,C050,P0729,27-09-2021,456.00,40.00%
OD0866,C051,P0730,16-06-2021,745.00,40.00%
OD0867,C052,P0731,07-04-2021,356.00,45.00%
OD0868,C053,P0732,13-03-2023,1189.00,45.00%
OD0869,C054,P0733,18-10-2022,426.00,45.00%
OD0870,C055,P0734,28-12-2022,1126.00,47.00%
OD0871,C056,P0735,07-08-2022,1145.00,47.00%
OD0872,C057,P0736,27-11-2022,1235.00,46.00%
OD0873,C058,P0737,28-12-2021,1564.00,46.00%
OD0874,C059,P0738,22-10-2021,654.00,46.00%
OD0875,C060,P0739,01-01-2021,854.00,30.00%
OD0876,C061,P0740,13-04-2022,475.00,30.00%
OD0877,C062,P0741,07-10-2021,349.00,30.00%
OD0878,C063,P0742,18-01-2023,350.00,30.00%
OD0879,C064,P0743,21-08-2021,351.00,30.00%
OD0880,C065,P0744,05-04-2021,352.00,35.00%
OD0881,C066,P0745,28-07-2021,353.00,35.00%
OD0882,C067,P0746,04-04-2022,354.00,35.00%
OD0883,C068,P0747,18-02-2022,355.00,35.00%
OD0884,C069,P0748,19-03-2022,356.00,35.00%
OD0885,C070,P0749,26-01-2021,999.00,35.00%
OD0886,C071,P0750,04-01-2021,555.00,40.00%
OD0887,C072,P0751,26-12-2022,555.00,40.00%
OD0888,C073,P0752,15-01-2021,555.00,15.00%
OD0889,C074,P0753,25-07-2022,555.00,15.00%
OD0890,C075,P0754,07-02-2022,1025.00,15.00%
OD0891,C076,P0754,25-08-2022,1025.00,35.00%
OD0892,C077,P0754,13-06-2021,1025.00,35.00%
OD0893,C078,P0754,11-06-2022,555.00,35.00%
OD0894,C079,P0754,29-12-2021,599.00,35.00%
OD0895,C080,P0754,24-02-2023,555.00,55.00%
OD0896,C081,P0754,06-03-2023,555.00,55.00%
OD0897,C082,P0754,02-08-2022,565.00,55.00%
OD0898,C083,P0755,24-01-2023,555.00,55.00%
OD0899,C084,P0756,25-12-2022,999.00,50.00%
OD0900,C085,P0757,03-06-2022,999.00,50.00%
OD0901,C086,P0758,23-03-2021,999.00,50.00%
OD0902,C087,P0759,13-02-2023,999.00,50.00%
OD0903,C088,P0760,30-11-2021,1119.00,50.00%
OD0904,C089,P0761,21-10-2021,1119.00,30.00%
OD0905,C090,P0762,27-03-2023,1119.00,32.00%
OD0906,C091,P0763,06-03-2023,1119.00,25.00%
OD0907,C092,P0764,12-01-2021,2234.00,45.00%
OD0908,C093,P0765,18-11-2022,2345.00,15.00%
OD0909,C094,P0766,04-12-2021,2245.00,33.00%
OD0910,C095,P0767,12-03-2023,2145.00,42.00%
OD0911,C096,P0768,16-03-2022,2354.00,42.00%
OD0912,C097,P0769,12-11-2022,2214.00,39.00%
OD0913,C098,P0770,25-09-2021,2145.00,39.00%
OD0914,C099,P0771,18-10-2022,2235.00,39.00%
OD0915,C100,P0772,05-12-2021,2354.00,39.00%
OD0916,C001,P0773,11-01-2022,2345.00,30.00%
OD0917,C002,P0774,23-08-2021,2214.00,30.00%
OD0918,C003,P0775,26-09-2022,2145.00,30.00%
OD0919,C004,P0776,31-10-2021,2365.00,25.00%
OD0920,C005,P0777,18-01-2023,2541.00,25.00%
OD0921,C006,P0778,15-06-2021,2145.00,30.00%
OD0922,C007,P0779,09-09-2022,2214.00,30.00%
OD0923,C008,P0780,15-04-2022,2354.00,30.00%
OD0924,C009,P0781,14-10-2021,3452.00,40.00%
OD0925,C010,P0782,21-02-2022,1452.00,40.00%
OD0926,C011,P0783,04-10-2022,1246.00,40.00%
OD0927,C012,P0784,24-07-2022,2345.00,40.00%
OD0928,C013,P0785,21-07-2022,2235.00,40.00%
OD0929,C014,P0786,27-09-2021,2234.00,40.00%
OD0930,C015,P0787,08-06-2022,1452.00,45.00%
OD0931,C016,P0788,12-04-2021,2356.00,45.00%
OD0932,C017,P0789,14-10-2021,2245.00,45.00%
OD0933,C018,P0790,14-02-2021,2235.00,47.00%
OD0934,C019,P0790,08-04-2021,965.00,47.00%
OD0935,C020,P0790,12-09-2021,1158.00,46.00%
OD0936,C021,P0790,19-10-2022,264.00,46.00%
OD0937,C022,P0790,29-01-2022,433.00,46.00%
OD0938,C023,P0790,18-06-2021,562.00,30.00%
OD0939,C024,P0791,02-01-2021,423.00,30.00%
OD0940,C025,P0792,01-07-2021,621.00,30.00%
OD0941,C026,P0793,06-11-2021,333.00,30.00%
OD0942,C027,P0794,26-10-2021,236.00,30.00%
OD0943,C028,P0795,13-11-2022,456.00,35.00%
OD0944,C029,P0796,08-06-2021,963.00,35.00%
OD0945,C030,P0797,01-05-2021,234.00,35.00%
OD0946,C031,P0798,20-10-2022,456.00,35.00%
OD0947,C032,P0799,19-11-2022,564.00,35.00%
OD0948,C033,P0800,26-06-2021,634.00,35.00%
OD0949,C034,P0801,20-02-2021,236.00,40.00%
OD0950,C035,P0802,02-10-2021,444.00,40.00%
OD0951,C036,P0803,03-09-2022,456.00,15.00%
OD0952,C037,P0804,15-08-2021,963.00,15.00%
OD0953,C038,P0805,22-09-2022,456.00,15.00%
OD0954,C039,P0806,01-01-2022,1189.00,34.00%
OD0955,C040,P0807,05-12-2021,1298.00,34.00%
OD0956,C041,P0808,08-05-2022,1456.00,34.00%
OD0957,C042,P0809,04-06-2022,1478.00,34.00%
OD0958,C043,P0810,28-05-2021,256.00,34.00%
OD0959,C044,P0811,26-10-2022,2698.00,34.00%
OD0960,C045,P0812,24-02-2021,2364.00,44.00%
OD0961,C046,P0813,31-05-2021,1236.00,44.00%
OD0962,C047,P0814,03-02-2022,756.00,44.00%
OD0963,C048,P0815,27-03-2021,326.00,44.00%
OD0964,C049,P0816,12-05-2021,453.00,44.00%
OD0965,C050,P0817,07-12-2022,326.00,10.00%
OD0966,C051,P0818,23-03-2021,456.00,10.00%
OD0967,C052,P0819,13-11-2021,675.00,10.00%
OD0968,C053,P0820,23-02-2022,654.00,30.00%
OD0969,C054,P0821,12-09-2022,654.00,30.00%
OD0970,C055,P0822,07-12-2022,654.00,30.00%
OD0971,C056,P0823,21-09-2021,654.00,25.00%
OD0972,C057,P0824,25-02-2023,356.00,25.00%
OD0973,C058,P0825,13-03-2022,686.00,30.00%
OD0974,C059,P0826,01-04-2021,456.00,30.00%
OD0975,C060,P0826,26-01-2023,516.00,30.00%
OD0976,C061,P0826,27-08-2021,355.00,40.00%
OD0977,C062,P0826,09-03-2021,465.00,40.00%
OD0978,C063,P0827,31-07-2022,965.00,40.00%
OD0979,C064,P0828,15-05-2021,1158.00,40.00%
OD0980,C065,P0829,18-12-2022,264.00,40.00%
OD0981,C066,P0830,27-04-2021,433.00,40.00%
OD0982,C067,P0831,25-11-2021,562.00,45.00%
OD0983,C068,P0832,12-02-2023,423.00,45.00%
OD0984,C069,P0833,09-02-2023,621.00,45.00%
OD0985,C070,P0834,27-09-2021,333.00,47.00%
OD0986,C071,P0835,10-12-2021,236.00,47.00%
OD0987,C072,P0836,25-05-2022,456.00,46.00%
